--- Available filters and text transformations: colorize, debug, default, direct, esp32_exception_decoder, hexlify, log2file, nocontrol, printable, send_on_enter, time
--- More details at http://bit.ly/pio-monitor-filters
, count:16, delta_loop_time: 10, offset_y_cm from origin: 29.48, offset_x_cm for ac: -54.47
send offset to actuator, count:123, delta_loop_time: 10, offset_y_cm from origin: 96.98, offset_x_cm for ac: -79.74
send offset to actuator, count:123, delta_loop_time: 10, offset_y_cm from origin: 97.08, offset_x_cm for ac: -79.73
send offset to actuator, count:124, delta_loop_time: 11, offset_y_cm from origin: 89.79, offset_x_cm for ac: -79.73
send offset to actuator, count:124, delta_loop_time: 10, offset_y_cm from origin: 89.89, offset_x_cm for ac: -79.72
send offset to actuator, count:124, delta_loop_time: 10, offset_y_cm from origin: 89.99, offset_x_cm for ac: -79.71
send offset to actuator, count:124, delta_loop_time: 10, offset_y_cm from origin: 90.09, offset_x_cm for ac: -79.70
send offset to actuator, count:124, delta_loop_time: 10, offset_y_cm from origin: 90.19, offset_x_cm for ac: -79.69
send offset to actuator, count:124, delta_loop_time: 10, offset_y_cm from origin: 90.29, offset_x_cm for ac: -79.68
send offset to actuator, count:124, delta_loop_time: 10, offset_y_cm from origin: 90.39, offset_x_cm for ac: -79.67
send offset to actuator, count:124, delta_loop_time: 10, offset_y_cm from origin: 90.49, offset_x_cm for ac: -79.66
send offset to actuator, count:124, delta_loop_time: 10, offset_y_cm from origin: 90.59, offset_x_cm for ac: -79.65
send offset to actuator, count:124, delta_loop_time: 10, offset_y_cm from origin: 90.69, offset_x_cm for ac: -79.64
send offset to actuator, count:124, delta_loop_time: 10, offset_y_cm from origin: 90.79, offset_x_cm for ac: -79.63
send offset to actuator, count:124, delta_loop_time: 10, offset_y_cm from origin: 90.89, offset_x_cm for ac: -79.62
send offset to actuator, count:124, delta_loop_time: 10, offset_y_cm from origin: 90.99, offset_x_cm for ac: -79.61
send offset to actuator, count:124, delta_loop_time: 10, offset_y_cm from origin: 91.09, offset_x_cm for ac: -79.60
send offset to actuator, count:125, delta_loop_time: 11, offset_y_cm from origin: 90.62, offset_x_cm for ac: -79.60
send offset to actuator, count:125, delta_loop_time: 10, offset_y_cm from origin: 90.72, offset_x_cm for ac: -79.60
send offset to actuator, count:125, delta_loop_time: 10, offset_y_cm from origin: 90.82, offset_x_cm for ac: -79.60
send offset to actuator, count:125, delta_loop_time: 10, offset_y_cm from origin: 90.92, offset_x_cm for ac: -79.60
send offset to actuator, count:125, delta_loop_time: 10, offset_y_cm from origin: 91.02, offset_x_cm for ac: -79.59
send offset to actuator, count:125, delta_loop_time: 10, offset_y_cm from origin: 91.12, offset_x_cm for ac: -79.59
send offset to actuator, count:125, delta_loop_time: 10, offset_y_cm from origin: 91.22, offset_x_cm for ac: -79.59
send offset to actuator, count:125, delta_loop_time: 10, offset_y_cm from origin: 91.32, offset_x_cm for ac: -79.59
send offset to actuator, count:125, delta_loop_time: 10, offset_y_cm from origin: 91.42, offset_x_cm for ac: -79.59
send offset to actuator, count:125, delta_loop_time: 10, offset_y_cm from origin: 91.52, offset_x_cm for ac: -79.59
send offset to actuator, count:125, delta_loop_time: 10, offset_y_cm from origin: 91.62, offset_x_cm for ac: -79.59
send offset to actuator, count:125, delta_loop_time: 10, offset_y_cm from origin: 91.72, offset_x_cm for ac: -79.59
send offset to actuator, count:125, delta_loop_time: 10, offset_y_cm from origin: 91.82, offset_x_cm for ac: -79.59
send offset to actuator, count:125, delta_loop_time: 10, offset_y_cm from origin: 91.92, offset_x_cm for ac: -79.59
send offset to actuator, count:126, delta_loop_time: 12, offset_y_cm from origin: 89.15, offset_x_cm for ac: -79.59
send offset to actuator, count:126, delta_loop_time: 10, offset_y_cm from origin: 89.25, offset_x_cm for ac: -79.59
send offset to actuator, count:126, delta_loop_time: 10, offset_y_cm from origin: 89.35, offset_x_cm for ac: -79.58
send offset to actuator, count:126, delta_loop_time: 10, offset_y_cm from origin: 89.45, offset_x_cm for ac: -79.58
send offset to actuator, count:126, delta_loop_time: 10, offset_y_cm from origin: 89.55, offset_x_cm for ac: -79.58
send offset to actuator, count:126, delta_loop_time: 10, offset_y_cm from origin: 89.65, offset_x_cm for ac: -79.58
send offset to actuator, count:126, delta_loop_time: 10, offset_y_cm from origin: 89.75, offset_x_cm for ac: -79.58
send offset to actuator, count:126, delta_loop_time: 10, offset_y_cm from origin: 89.85, offset_x_cm for ac: -79.57
send offset to actuator, count:126, delta_loop_time: 10, offset_y_cm from origin: 89.95, offset_x_cm for ac: -79.57
send offset to actuator, count:126, delta_loop_time: 10, offset_y_cm from origin: 90.05, offset_x_cm for ac: -79.57
send offset to actuator, count:126, delta_loop_time: 10, offset_y_cm from origin: 90.15, offset_x_cm for ac: -79.57
send offset to actuator, count:126, delta_loop_time: 10, offset_y_cm from origin: 90.25, offset_x_cm for ac: -79.57
send offset to actuator, count:126, delta_loop_time: 10, offset_y_cm from origin: 90.35, offset_x_cm for ac: -79.57
send offset to actuator, count:127, delta_loop_time: 11, offset_y_cm from origin: 88.81, offset_x_cm for ac: -79.57
send offset to actuator, count:127, delta_loop_time: 10, offset_y_cm from origin: 88.91, offset_x_cm for ac: -79.57
send offset to actuator, count:127, delta_loop_time: 10, offset_y_cm from origin: 89.01, offset_x_cm for ac: -79.58
send offset to actuator, count:127, delta_loop_time: 10, offset_y_cm from origin: 89.11, offset_x_cm for ac: -79.58
send offset to actuator, count:127, delta_loop_time: 10, offset_y_cm from origin: 89.21, offset_x_cm for ac: -79.59
send offset to actuator, count:127, delta_loop_time: 10, offset_y_cm from origin: 89.31, offset_x_cm for ac: -79.59
send offset to actuator, count:127, delta_loop_time: 10, offset_y_cm from origin: 89.41, offset_x_cm for ac: -79.59
send offset to actuator, count:127, delta_loop_time: 10, offset_y_cm from origin: 89.51, offset_x_cm for ac: -79.60
send offset to actuator, count:127, delta_loop_time: 10, offset_y_cm from origin: 89.61, offset_x_cm for ac: -79.60
send offset to actuator, count:127, delta_loop_time: 10, offset_y_cm from origin: 89.71, offset_x_cm for ac: -79.60
send offset to actuator, count:127, delta_loop_time: 10, offset_y_cm from origin: 89.81, offset_x_cm for ac: -79.61
send offset to actuator, count:127, delta_loop_time: 10, offset_y_cm from origin: 89.91, offset_x_cm for ac: -79.61
send offset to actuator, count:127, delta_loop_time: 10, offset_y_cm from origin: 90.01, offset_x_cm for ac: -79.62
send offset to actuator, count:127, delta_loop_time: 10, offset_y_cm from origin: 90.11, offset_x_cm for ac: -79.62
send offset to actuator, count:128, delta_loop_time: 12, offset_y_cm from origin: 89.04, offset_x_cm for ac: -79.62
send offset to actuator, count:128, delta_loop_time: 10, offset_y_cm from origin: 89.14, offset_x_cm for ac: -79.63
send offset to actuator, count:128, delta_loop_time: 10, offset_y_cm from origin: 89.24, offset_x_cm for ac: -79.63
send offset to actuator, count:128, delta_loop_time: 10, offset_y_cm from origin: 89.34, offset_x_cm for ac: -79.64
send offset to actuator, count:128, delta_loop_time: 10, offset_y_cm from origin: 89.44, offset_x_cm for ac: -79.64
send offset to actuator, count:128, delta_loop_time: 10, offset_y_cm from origin: 89.54, offset_x_cm for ac: -79.64
send offset to actuator, count:128, delta_loop_time: 10, offset_y_cm from origin: 89.64, offset_x_cm for ac: -79.65
send offset to actuator, count:128, delta_loop_time: 10, offset_y_cm from origin: 89.74, offset_x_cm for ac: -79.65
send offset to actuator, count:128, delta_loop_time: 10, offset_y_cm from origin: 89.84, offset_x_cm for ac: -79.65
send offset to actuator, count:128, delta_loop_time: 10, offset_y_cm from origin: 89.94, offset_x_cm for ac: -79.66
send offset to actuator, count:128, delta_loop_time: 10, offset_y_cm from origin: 90.04, offset_x_cm for ac: -79.66
send offset to actuator, count:128, delta_loop_time: 10, offset_y_cm from origin: 90.14, offset_x_cm for ac: -79.66
send offset to actuator, count:128, delta_loop_time: 10, offset_y_cm from origin: 90.24, offset_x_cm for ac: -79.67
send offset to actuator, count:129, delta_loop_time: 11, offset_y_cm from origin: 90.43, offset_x_cm for ac: -79.68
send offset to actuator, count:129, delta_loop_time: 10, offset_y_cm from origin: 90.53, offset_x_cm for ac: -79.69
send offset to actuator, count:129, delta_loop_time: 10, offset_y_cm from origin: 90.63, offset_x_cm for ac: -79.70
send offset to actuator, count:129, delta_loop_time: 10, offset_y_cm from origin: 90.73, offset_x_cm for ac: -79.70
send offset to actuator, count:129, delta_loop_time: 10, offset_y_cm from origin: 90.83, offset_x_cm for ac: -79.71
send offset to actuator, count:129, delta_loop_time: 10, offset_y_cm from origin: 90.93, offset_x_cm for ac: -79.72
send offset to actuator, count:129, delta_loop_time: 10, offset_y_cm from origin: 91.03, offset_x_cm for ac: -79.73
send offset to actuator, count:129, delta_loop_time: 10, offset_y_cm from origin: 91.13, offset_x_cm for ac: -79.74
send offset to actuator, count:129, delta_loop_time: 10, offset_y_cm from origin: 91.23, offset_x_cm for ac: -79.75
send offset to actuator, count:129, delta_loop_time: 10, offset_y_cm from origin: 91.33, offset_x_cm for ac: -79.76
send offset to actuator, count:129, delta_loop_time: 10, offset_y_cm from origin: 91.43, offset_x_cm for ac: -79.77
send offset to actuator, count:129, delta_loop_time: 10, offset_y_cm from origin: 91.53, offset_x_cm for ac: -79.78
send offset to actuator, count:129, delta_loop_time: 10, offset_y_cm from origin: 91.63, offset_x_cm for ac: -79.78
send offset to actuator, count:129, delta_loop_time: 10, offset_y_cm from origin: 91.73, offset_x_cm for ac: -79.79
send offset to actuator, count:129, delta_loop_time: 10, offset_y_cm from origin: 91.83, offset_x_cm for ac: -79.80
send offset to actuator, count:130, delta_loop_time: 11, offset_y_cm from origin: 98.19, offset_x_cm for ac: -79.80
send offset to actuator, count:130, delta_loop_time: 10, offset_y_cm from origin: 98.29, offset_x_cm for ac: -79.80
send offset to actuator, count:130, delta_loop_time: 10, offset_y_cm from origin: 98.39, offset_x_cm for ac: -79.80
send offset to actuator, count:130, delta_loop_time: 10, offset_y_cm from origin: 98.49, offset_x_cm for ac: -79.80
send offset to actuator, count:130, delta_loop_time: 10, offset_y_cm from origin: 98.59, offset_x_cm for ac: -79.80
send offset to actuator, count:130, delta_loop_time: 10, offset_y_cm from origin: 98.69, offset_x_cm for ac: -79.80
send offset to actuator, count:130, delta_loop_time: 10, offset_y_cm from origin: 98.79, offset_x_cm for ac: -79.80
send offset to actuator, count:130, delta_loop_time: 10, offset_y_cm from origin: 98.89, offset_x_cm for ac: -79.80
send offset to actuator, count:130, delta_loop_time: 10, offset_y_cm from origin: 98.99, offset_x_cm for ac: -79.80
send offset to actuator, count:130, delta_loop_time: 10, offset_y_cm from origin: 99.09, offset_x_cm for ac: -79.80
send offset to actuator, count:130, delta_loop_time: 10, offset_y_cm from origin: 99.19, offset_x_cm for ac: -79.80
send offset to actuator, count:130, delta_loop_time: 10, offset_y_cm from origin: 99.29, offset_x_cm for ac: -79.80
send offset to actuator, count:130, delta_loop_time: 10, offset_y_cm from origin: 99.39, offset_x_cm for ac: -79.80
send offset to actuator, count:130, delta_loop_time: 10, offset_y_cm from origin: 99.49, offset_x_cm for ac: -79.80
send offset to actuator, count:130, delta_loop_time: 10, offset_y_cm from origin: 99.59, offset_x_cm for ac: -79.80
send offset to actuator, count:131, delta_loop_time: 11, offset_y_cm from origin: 94.93, offset_x_cm for ac: -79.81
send offset to actuator, count:131, delta_loop_time: 10, offset_y_cm from origin: 95.03, offset_x_cm for ac: -79.82
send offset to actuator, count:131, delta_loop_time: 10, offset_y_cm from origin: 95.13, offset_x_cm for ac: -79.83
send offset to actuator, count:131, delta_loop_time: 10, offset_y_cm from origin: 95.23, offset_x_cm for ac: -79.84
send offset to actuator, count:131, delta_loop_time: 10, offset_y_cm from origin: 95.33, offset_x_cm for ac: -79.85
send offset to actuator, count:131, delta_loop_time: 10, offset_y_cm from origin: 95.43, offset_x_cm for ac: -79.86
send offset to actuator, count:131, delta_loop_time: 10, offset_y_cm from origin: 95.53, offset_x_cm for ac: -79.86
send offset to actuator, count:131, delta_loop_time: 10, offset_y_cm from origin: 95.63, offset_x_cm for ac: -79.87
send offset to actuator, count:131, delta_loop_time: 10, offset_y_cm from origin: 95.73, offset_x_cm for ac: -79.88
send offset to actuator, count:131, delta_loop_time: 10, offset_y_cm from origin: 95.83, offset_x_cm for ac: -79.89
send offset to actuator, count:131, delta_loop_time: 10, offset_y_cm from origin: 95.93, offset_x_cm for ac: -79.90
send offset to actuator, count:131, delta_loop_time: 10, offset_y_cm from origin: 96.03, offset_x_cm for ac: -79.91
send offset to actuator, count:131, delta_loop_time: 10, offset_y_cm from origin: 96.13, offset_x_cm for ac: -79.92
send offset to actuator, count:132, delta_loop_time: 11, offset_y_cm from origin: 91.65, offset_x_cm for ac: -79.93
send offset to actuator, count:132, delta_loop_time: 10, offset_y_cm from origin: 91.75, offset_x_cm for ac: -79.94
send offset to actuator, count:132, delta_loop_time: 10, offset_y_cm from origin: 91.85, offset_x_cm for ac: -79.96
send offset to actuator, count:132, delta_loop_time: 10, offset_y_cm from origin: 91.95, offset_x_cm for ac: -79.97
send offset to actuator, count:132, delta_loop_time: 10, offset_y_cm from origin: 92.05, offset_x_cm for ac: -79.98
send offset to actuator, count:132, delta_loop_time: 10, offset_y_cm from origin: 92.15, offset_x_cm for ac: -79.99
send offset to actuator, count:132, delta_loop_time: 10, offset_y_cm from origin: 92.25, offset_x_cm for ac: -80.01
send offset to actuator, count:132, delta_loop_time: 10, offset_y_cm from origin: 92.35, offset_x_cm for ac: -80.02
send offset to actuator, count:132, delta_loop_time: 10, offset_y_cm from origin: 92.45, offset_x_cm for ac: -80.03
send offset to actuator, count:132, delta_loop_time: 10, offset_y_cm from origin: 92.55, offset_x_cm for ac: -80.05
send offset to actuator, count:132, delta_loop_time: 10, offset_y_cm from origin: 92.65, offset_x_cm for ac: -80.06
send offset to actuator, count:132, delta_loop_time: 10, offset_y_cm from origin: 92.75, offset_x_cm for ac: -80.07
send offset to actuator, count:132, delta_loop_time: 10, offset_y_cm from origin: 92.85, offset_x_cm for ac: -80.09
send offset to actuator, count:132, delta_loop_time: 10, offset_y_cm from origin: 92.95, offset_x_cm for ac: -80.10
send offset to actuator, count:133, delta_loop_time: 11, offset_y_cm from origin: 91.84, offset_x_cm for ac: -80.11
send offset to actuator, count:133, delta_loop_time: 10, offset_y_cm from origin: 91.94, offset_x_cm for ac: -80.12
send offset to actuator, count:133, delta_loop_time: 10, offset_y_cm from origin: 92.04, offset_x_cm for ac: -80.13
send offset to actuator, count:133, delta_loop_time: 10, offset_y_cm from origin: 92.14, offset_x_cm for ac: -80.13
send offset to actuator, count:133, delta_loop_time: 10, offset_y_cm from origin: 92.24, offset_x_cm for ac: -80.14
send offset to actuator, count:133, delta_loop_time: 10, offset_y_cm from origin: 92.34, offset_x_cm for ac: -80.15
